name,description,wikipedia_url,wikidata_id,birth_date,death_date,cause_of_death,manner_of_death,age_status,minimum_lifespan_days,maximum_lifespan_days,possible_age_range,occupations,wikipedia_cause_of_death,wikipedia_cause_of_death_qids,wikipedia_manner_of_death,wikipedia_manner_of_death_qids,wikipedia_occupations,wikipedia_occupation_qids,wikipedia_death_review_status
Kaichi Hirate,"Japanese officer, war criminal, executed in 1946",https://en.wikipedia.org/wiki/Kaichi_Hirate,Q20811098,1918,1946,hanging to death,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",,,,,,,,
Theodore Schurch,British Nazi collaborator,https://en.wikipedia.org/wiki/Theodore_Schurch,Q875492,1918-05-05,1946-01-04,hanging to death,capital punishment,confirmed,10106,10106,"27 years, 244 days",military personnel,,,,,,,
Vincent Parker,Australian RAF officer,https://en.wikipedia.org/wiki/Vincent_Parker,Q116307190,1918-02-11,1946-01-29,,,confirmed,10214,10214,"27 years, 352 days",,,,,,,,
Anthony Eyre,British flying ace,https://en.wikipedia.org/wiki/Anthony_Eyre_(RAF_officer),Q123330966,1918-11-12,1946-02-16,,,confirmed,9958,9958,"27 years, 96 days",air force officer,,,,,,,
Qerim Sadiku,Albanian Catholic martyr,https://en.wikipedia.org/wiki/Qerim_Sadiku,Q57339367,1919-02-12,1946-03-04,,,confirmed,9882,9882,"27 years, 20 days",,,,,,,,
Adolfas Kubilius,Lithuanian partisan leader,https://en.wikipedia.org/wiki/Adolfas_Kubilius,Q119009516,1918,1946-03-09,,,possible,9930,10294,"27 years, 68 days to 28 years, 67 days",,,,,,,,
Jack Allister,Australian rules footballer,https://en.wikipedia.org/wiki/Jack_Allister_(Australian_footballer),Q6110991,1919-03-15,1946-03-22,pneumonia,natural causes,confirmed,9869,9869,"27 years, 7 days",Australian rules football player,,,,,,,
Israfil Mammadov,First Azerbaijani Hero of the Soviet Union,https://en.wikipedia.org/wiki/Israfil_Mammadov,Q2043459,1919-03-16,1946-05-01,,,confirmed,9908,9908,"27 years, 46 days",military personnel,,,,,,,
Kenneth Moran,New Zealand boxer,https://en.wikipedia.org/wiki/Kenneth_Moran,Q6390495,1919,1946-06-13,,,possible,9661,10025,"26 years, 164 days to 27 years, 163 days",boxer,,,,,,,
Sergey Morgunov (pilot),,https://en.wikipedia.org/wiki/Sergey_Morgunov_(pilot),Q16447922,1918-11-30,1946-07-19,,,confirmed,10093,10093,"27 years, 231 days",,,,,,,,
Stephen Norman,grandson of Theodor Herzl,https://en.wikipedia.org/wiki/Stephen_Norman,Q7610103,1918,1946-11-26,,,possible,10192,10556,"27 years, 330 days to 28 years, 329 days",,,,,,,,
Holger Tou,Norwegian police officer,https://en.wikipedia.org/wiki/Holger_Tou,Q11975651,1919-03-01,1947-01-27,gunshot wound,execution by firing squad; execution by shooting,confirmed,10194,10194,"27 years, 332 days",police officer,,,,,,,
Huỳnh Phú Sổ,founder of Hòa Hảo religion,https://en.wikipedia.org/wiki/Hu%E1%BB%B3nh_Ph%C3%BA_S%E1%BB%95,Q5951484,1920-01-15,1947-04-16,,,confirmed,9953,9953,"27 years, 91 days",religious leader,,,,,,,
Dorothea Binz,German supervisor at Ravensbrück concentration,https://en.wikipedia.org/wiki/Dorothea_Binz,Q69864,1920-03-16,1947-05-02,hanging to death,capital punishment,confirmed,9908,9908,"27 years, 47 days",concentration camp guard; torturer,,,,,,,
Ruth Elfriede Hildner,Female Nazi concentration camp guard,https://en.wikipedia.org/wiki/Ruth_Elfriede_Hildner,Q4355735,1919-11-01,1947-05-02,execution,capital punishment,confirmed,10044,10044,"27 years, 182 days",,,,,,,,
Kai Henning Bothildsen Nielsen,Danish politician,https://en.wikipedia.org/wiki/Kai_Henning_Bothildsen_Nielsen,Q12321043,1919-12-04,1947-05-09,gunshot wound,,confirmed,10018,10018,"27 years, 156 days",painter and varnisher,,,,,,,
Pierce McKennon,Recipient of the Purple Heart medal,https://en.wikipedia.org/wiki/Pierce_McKennon,Q1254928,1919-11-30,1947-06-18,,,confirmed,10062,10062,"27 years, 200 days",military officer,,,,,,,
Vera Salvequart,Czech concentration camp personnel,https://en.wikipedia.org/wiki/Vera_Salvequart,Q89142,1919-11-26,1947-06-26,hanging to death,capital punishment,confirmed,10074,10074,"27 years, 212 days",nurse; torturer,,,,,,,
János Szerednyei,Hungarian priest,https://en.wikipedia.org/wiki/J%C3%A1nos_Szerednyei,Q16953360,1920-05-26,1947-07-26; 1948-07-26,,,possible,9922,10288,"27 years, 61 days to 28 years, 61 days",Catholic priest; priest,,,,,,,
Willi Arlt,Association footballer,https://en.wikipedia.org/wiki/Willi_Arlt,Q877581,1919-10-27,1947-07-27,,,confirmed,10135,10135,"27 years, 273 days",association football player,,,,,,,
Miroslav Bulešić,"Croatian Catholic priest, martyr and blessed",https://en.wikipedia.org/wiki/Miroslav_Bule%C5%A1i%C4%87,Q12352724,1920-05-13,1947-08-24,stab wound,homicide,confirmed,9964,9964,"27 years, 103 days",Catholic priest,,,,,,,
Andrew D. Turner,American military officer and fighter pilot,https://en.wikipedia.org/wiki/Andrew_D._Turner,Q107630406,1920-01-06,1947-09-14,,,confirmed,10113,10113,"27 years, 251 days",military personnel,,,,,,,
Jean Mercanton,French actor,https://en.wikipedia.org/wiki/Jean_Mercanton,Q3173486,1920-05-17,1947-11-04; 1947-11-05,,,confirmed,10032,10033,"27 years, 171 days to 27 years, 172 days",actor,,,,,,,
Nagendra Saklani,communist leader,https://en.wikipedia.org/wiki/Nagendra_Saklani,Q80864887,1920-11-16,1948-01-11,,,confirmed,9917,9917,"27 years, 56 days",politician,,,,,,,
Sis Pal Singh,Naik in the Jat Regiment,https://en.wikipedia.org/wiki/Sis_Pal_Singh,Q20716942,1920,1948-04-10,,,possible,9962,10327,"27 years, 101 days to 28 years, 100 days",,,,,,,,
Daniel Forbes,US Army Air Force officer,https://en.wikipedia.org/wiki/Daniel_Forbes,Q5217169,1920-06-06,1948-06-05,,,confirmed,10226,10226,"27 years, 365 days",aircraft pilot,,,,,,,
Laura Bendfeldt,Guatemalan women's rights advocate and educator,https://en.wikipedia.org/wiki/Laura_Bendfeldt,Q22959140,1920-11-26,1948-06-10,,,confirmed,10058,10058,"27 years, 197 days",,,,,,,,
Manrico Ducceschi,Italian resistance medal,https://en.wikipedia.org/wiki/Manrico_Ducceschi,Q1390571,1920-09-11,1948-08-24,,,confirmed,10209,10209,"27 years, 348 days",partisan,,,,,,,
Stan Mauldin,American football player,https://en.wikipedia.org/wiki/Stan_Mauldin,Q7597786,1920-12-27,1948-09-24,myocardial infarction,natural causes,confirmed,10133,10133,"27 years, 272 days",American football player,,,,,,,
Modi Alon,Israeli fighter pilot,https://en.wikipedia.org/wiki/Modi_Alon,Q2910682,1921-01-17,1948-10-16,,accidental death,confirmed,10134,10134,"27 years, 273 days",military officer; military personnel,,,,,,,
Nikos Godas,Greek footballer,https://en.wikipedia.org/wiki/Nikos_Godas,Q15217484,1921,1948-11-19,,,possible,9820,10184,"26 years, 324 days to 27 years, 323 days",association football player,,,,,,,
Tommy Purcell,Irish Hurler,https://en.wikipedia.org/wiki/Tommy_Purcell,Q7819789,1921,1949,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",,,,,,,,
John Carden,American baseball player,https://en.wikipedia.org/wiki/John_Carden_(baseball),Q6225096,1921-05-19,1949-02-08,electrocution,,confirmed,10127,10127,"27 years, 265 days",baseball player,,,,,,,
Patricia Ryan,child performer and an actress in old-time radio,https://en.wikipedia.org/wiki/Patricia_Ryan_(actress),Q26702667,1921-02-25,1949-02-15,,,confirmed,10217,10217,"27 years, 356 days",actor,,,,,,,
Eva Neander,Swedish writer,https://en.wikipedia.org/wiki/Eva_Neander,Q4969069,1921-04-03,1949-02-22,,,confirmed,10187,10187,"27 years, 325 days",poet; writer,,,,,,,
Silas Herbert Hunt,1 Mar 1922 - certain 22 Apr 1949,https://en.wikipedia.org/wiki/Silas_Herbert_Hunt,Q55539550,1922-03-01,1949-04-22,,,confirmed,9914,9914,"27 years, 52 days",,,,,,,,
Aldo Ballarin,Italian footballer,https://en.wikipedia.org/wiki/Aldo_Ballarin,Q1024192,1922-01-10,1949-05-04,,,confirmed,9976,9976,"27 years, 114 days",association football player,,,,,,,
Franco Ossola,Italian footballer,https://en.wikipedia.org/wiki/Franco_Ossola,Q1055767,1921-08-23,1949-05-04,,accidental death,confirmed,10116,10116,"27 years, 254 days",association football player,,,,,,,
Roger Grava,French footballer,https://en.wikipedia.org/wiki/Roger_Grava,Q1055367,1922-04-26,1949-05-04,,accidental death,confirmed,9870,9870,"27 years, 8 days",association football player,,,,,,,
Clyde Nelson,American baseball player,https://en.wikipedia.org/wiki/Clyde_Nelson,Q102501759,1921-09-01,1949-07-26,,,confirmed,10190,10190,"27 years, 328 days",baseball player,,,,,,,
Abdukerim Abbasov,Uyghur politician,https://en.wikipedia.org/wiki/Abdukerim_Abbasov,Q15997732,1921,1949-08-27,,,possible,10101,10465,"27 years, 239 days to 28 years, 238 days",politician,,,,,,,
Henrikas Danilevičius,Lithuanian partisan,https://en.wikipedia.org/wiki/Henrikas_Danilevi%C4%8Dius,Q117213339,1922-07-18,1949-11-01,,,confirmed,9968,9968,"27 years, 106 days",,,,,,,,
Tommy Bell,American basketball player,https://en.wikipedia.org/wiki/Tommy_Bell_(basketball),Q139553065,1922-09-11,1949-12-17,,,confirmed,9959,9959,"27 years, 97 days",basketball coach; basketball player,,,,,,,
Jacques Desoubrie,Belgian spy,https://en.wikipedia.org/wiki/Jacques_Desoubrie,Q1099223,1922-10-22,1949-12-20,gunshot wound,capital punishment,confirmed,9921,9921,"27 years, 59 days",informant; spy; V-Mann,,,,,,,
Parviz Rustambayov,musical artist,https://en.wikipedia.org/wiki/Parviz_Rustambeyov,Q12844091,1922-01-07,1949-12-29,,,confirmed,10218,10218,"27 years, 356 days",jazz musician; saxophonist,,,,,,,
Bill Cannastra,American writers muse,https://en.wikipedia.org/wiki/Bill_Cannastra,Q4908406,1922,1950,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",,,,,,,,
William Hamilton Shaw,,https://en.wikipedia.org/wiki/William_Hamilton_Shaw,Q118061706,1922,1950,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",military personnel,,,,,,,
Norman Clay,Australian speedway rider,https://en.wikipedia.org/wiki/Norman_Clay,Q130743469,1922-05-27,1950-01-21,,,confirmed,10101,10101,"27 years, 239 days",,,,,,,,
Buddy Stewart,American musician,https://en.wikipedia.org/wiki/Buddy_Stewart,Q179616,1922,1950-02-01,,,possible,9894,10258,"27 years, 32 days to 28 years, 31 days",jazz musician; musician; singer,,,,,,,
Salvatore Giuliano,Sicilian bandit,https://en.wikipedia.org/wiki/Salvatore_Giuliano,Q559541,1922-11-16,1950-07-05,,,confirmed,10093,10093,"27 years, 231 days",independence activist,,,,,,,
Ernest C. Fiebelkorn,WWII and Korean War Ace Pilot,https://en.wikipedia.org/wiki/Ernest_C._Fiebelkorn,Q108830205,1922-12-12,1950-07-06,,,confirmed,10068,10068,"27 years, 206 days",military personnel,,,,,,,
Yang Gensi,Chinese military hero,https://en.wikipedia.org/wiki/Yang_Gensi,Q855121,1922,1950-11-29,explosion,death in battle,possible,10195,10559,"27 years, 333 days to 28 years, 332 days",military personnel,,,,,,,
Loren R. Kaufman,United States Army Medal of Honor recipient,https://en.wikipedia.org/wiki/Loren_R._Kaufman,Q6680418,1923-07-27,1951-02-10,,,confirmed,10060,10060,"27 years, 198 days",soldier,,,,,,,
Charles R. Long,United States Army Medal of Honor recipient,https://en.wikipedia.org/wiki/Charles_R._Long,Q5081863,1923-12-10,1951-02-12,,,confirmed,9926,9926,"27 years, 64 days",military personnel,,,,,,,
Ray Wetmore,American flying ace,https://en.wikipedia.org/wiki/Ray_Wetmore,Q7298106,1923-09-30,1951-02-14,,,confirmed,9999,9999,"27 years, 137 days",military officer,,,,,,,
William S. Sitman,Korean War Medal of Honor recipient,https://en.wikipedia.org/wiki/William_S._Sitman,Q8018018,1923-08-09,1951-02-14,,,confirmed,10051,10051,"27 years, 189 days",military personnel,,,,,,,
Gerard van Beek,Dutch track cyclist,https://en.wikipedia.org/wiki/Gerard_van_Beek,Q16165727,1923-11-01,1951-03-15,,,confirmed,9996,9996,"27 years, 134 days",sport cyclist; track cyclist,,,,,,,
Priscilla Nzimiro,Nigerian medical doctor,https://en.wikipedia.org/wiki/Priscilla_Nzimiro,Q25313694,1923-04-30,1951-03-22,,,confirmed,10188,10188,"27 years, 326 days",physician,,,,,,,
Ray E. Duke,United States Army Medal of Honor recipient,https://en.wikipedia.org/wiki/Ray_E._Duke,Q7297427,1923-05-09,1951-04-26; 1951-11-11,,,possible,10214,10413,"27 years, 352 days to 28 years, 186 days",soldier,,,,,,,
Alfredo Espiga,Spanish association football player,https://en.wikipedia.org/wiki/Alfredo_Espiga,Q22964550,1923-10-11,1951-08-22,traffic collision,,confirmed,10177,10177,"27 years, 315 days",association football player,,,,,,,
Robert Everaert,Olympic athlete,https://en.wikipedia.org/wiki/Robert_Everaert,Q1966760,1923-03-30; 1923-09-30,1951-09-19,,,possible,10216,10400,"27 years, 354 days to 28 years, 173 days",athletics competitor,,,,,,,
John Kelvin Koelsch,United States Navy Medal of Honor recipient,https://en.wikipedia.org/wiki/John_Kelvin_Koelsch,Q1700690,1923-12-22,1951-10-16,,,confirmed,10160,10160,"27 years, 298 days",helicopter pilot; military officer,,,,,,,
Bill Madden,Australian soldier,https://en.wikipedia.org/wiki/Bill_Madden_(soldier),Q4910003,1924-02-14,1951-11-06,,death in battle,confirmed,10127,10127,"27 years, 265 days",military personnel,,,,,,,
James Lammers,American mass murderer,https://en.wikipedia.org/wiki/James_Lammers,Q110858747,1924,1952,,,possible,9862,10592,"27 years, 1 day to 28 years, 365 days",,,,,,,,
Mohamed Belouizdad,Algerian politician,https://en.wikipedia.org/wiki/Mohamed_Belouizdad,Q3318405,1924-11-03,1952-01-14,tuberculosis,natural causes,confirmed,9933,9933,"27 years, 72 days",politician,,,,,,,
Sebastião da Gama,Portuguese poet,https://en.wikipedia.org/wiki/Sebasti%C3%A3o_da_Gama,Q1478198,1924-04-10,1952-02-07,tuberculosis,natural causes,confirmed,10164,10164,"27 years, 303 days",poet; teacher; writer,,,,,,,
Aleksandr Yunev,red Army senior lieutenant,https://en.wikipedia.org/wiki/Aleksandr_Yunev,Q4534717,1924-09-28,1952-02-18,,,confirmed,10004,10004,"27 years, 143 days",military personnel,,,,,,,
Néstor Antón,Uruguayan basketball player,https://en.wikipedia.org/wiki/N%C3%A9stor_Ant%C3%B3n,Q55363860,1924,1952-05,,,possible,9983,10378,"27 years, 122 days to 28 years, 151 days",basketball player,,,,,,,
Lewis G. Watkins,United States Marine Corps Medal of Honor recipient,https://en.wikipedia.org/wiki/Lewis_G._Watkins,Q15998319,1925-06-06,1952-10-07,,,confirmed,9985,9985,"27 years, 123 days",military personnel,,,,,,,
Joe James,American racing driver,https://en.wikipedia.org/wiki/Joe_James_(racing_driver),Q173716,1925-05-23,1952-11-05,,,confirmed,10028,10028,"27 years, 166 days",engineer; Formula One driver; racing driver,,,,,,,
Art Gilkey,American geologist and mountain climber,https://en.wikipedia.org/wiki/Art_Gilkey,Q4796843,1926-09-25,1953,pulmonary embolism,natural causes,possible,9595,9959,"26 years, 98 days to 27 years, 97 days",geologist; mountaineer,,,,,,,
Bhimdatta Panta,politician,https://en.wikipedia.org/wiki/Bhimdatta_Panta,Q19682020,1926,1953,,,possible,9498,10226,"26 years, 1 day to 27 years, 364 days",politician,,,,,,,
Janka Filistovich,Belarusian politician,https://en.wikipedia.org/wiki/Janka_Filistovi%C4%8D,Q1972919,1926-01-14,1953,,unnatural death,possible,9849,10213,"26 years, 353 days to 27 years, 351 days",politician,,,,,,,
"Jimmy ""Jammin'"" Smith",American musician,https://en.wikipedia.org/wiki/Jimmy_%22Jammin%27%22_Smith,Q6199455,1926,1953,,,possible,9498,10226,"26 years, 1 day to 27 years, 364 days",jazz musician,,,,,,,
Kwasi Plange,Ghanaian politician and educationist,https://en.wikipedia.org/wiki/Kwesi_Plange,Q98497328,1926,1953,,,possible,9498,10226,"26 years, 1 day to 27 years, 364 days",politician; teacher,,,,,,,
Miles Giffard,English cricketer,https://en.wikipedia.org/wiki/Miles_Giffard,Q6851394,1925,1953-02-24,,,possible,9917,10281,"27 years, 55 days to 28 years, 54 days",cricketer,,,,,,,
Felix Moncla,USAF pilot,https://en.wikipedia.org/wiki/Felix_Moncla,Q5442282,1926-10-21,1953-11-23,,,confirmed,9895,9895,"27 years, 33 days",aircraft pilot; military officer,,,,,,,
Harry Hood,Canadian football player,https://en.wikipedia.org/wiki/Harry_Hood_(Canadian_football),Q18167899,1926,1954-05-18,,,possible,10000,10364,"27 years, 138 days to 28 years, 137 days",Canadian football player,,,,,,,
Mohammed Zerktouni,Moroccan politician,https://en.wikipedia.org/wiki/Muhammad_Zarqtuni,Q3319071,1927,1954-06-18,cyanide poisoning,suicide,possible,9666,10030,"26 years, 169 days to 27 years, 168 days",businessperson; nationalist; politician; resistance fighter,,,,,,,
Simon Sandys-Winsch,Manx motorcycle racer,https://en.wikipedia.org/wiki/Simon_Sandys-Winsch,Q7519724,1926,1954-06-18,,,possible,10031,10395,"27 years, 169 days to 28 years, 168 days",motorcycle racer,,,,,,,
Raoul Courbin,French association football player,https://en.wikipedia.org/wiki/Raoul_Courbin,Q3426042,1926-08-18,1954-07-07,,,confirmed,10185,10185,"27 years, 323 days",association football player,,,,,,,
Thomas Leslie Teevan,British politician,https://en.wikipedia.org/wiki/Thomas_Teevan_(Unionist_politician),Q7791815,1927-07,1954-10-11,,,confirmed,9934,9964,"27 years, 72 days to 27 years, 102 days",barrister; politician,,,,,,,
Ray Amm,Rhodesian motorcycle racer,https://en.wikipedia.org/wiki/Ray_Amm,Q3784664,1927-12-10,1955-04-11,,,confirmed,9984,9984,"27 years, 122 days",motorcycle racer,,,,,,,
Charles Eric Rhodes,British Royal Navy Officer,https://en.wikipedia.org/wiki/Charles_Eric_Rhodes,Q5077408,1928-04-03,1955-06-16,,,confirmed,9935,9935,"27 years, 74 days",military physician,,,,,,,
Bob Gordon,American musician,https://en.wikipedia.org/wiki/Bob_Gordon_(saxophonist),Q112884,1928-06-11,1955-08-28,traffic collision,,confirmed,9939,9939,"27 years, 78 days",clarinetist; jazz musician; musician; saxophonist,,,,,,,
Pete Fleming,American missionary,https://en.wikipedia.org/wiki/Pete_Fleming,Q2563568,1928-11-23,1956-01-08,,homicide,confirmed,9907,9907,"27 years, 46 days",missionary,,,,,,,
Cotton Priddy,American racing driver,https://en.wikipedia.org/wiki/Cotton_Priddy,Q5175725,1928-08-29,1956-06-10,,,confirmed,10147,10147,"27 years, 286 days",racing driver,,,,,,,
Rigoberto López Pérez,"Nicaraguan poet, music composer and assassin of Anastasio Somoza García",https://en.wikipedia.org/wiki/Rigoberto_L%C3%B3pez_P%C3%A9rez,Q1394538,1929-05-13,1956-09-21,gunshot wound,,confirmed,9993,9993,"27 years, 131 days",composer; journalist; poet; writer,,,,,,,
Hans Eugster,gymnast,https://en.wikipedia.org/wiki/Hans_Eugster,Q284110,1929-03-27,1956-11-12,,,confirmed,10092,10092,"27 years, 230 days",artistic gymnast,,,,,,,
Charlie Peete,American baseball player,https://en.wikipedia.org/wiki/Charlie_Peete,Q5085382,1929-02-22,1956-11-27,,,confirmed,10140,10140,"27 years, 279 days",baseball player,,,,,,,
Gordon Sturtridge,Canadian football player,https://en.wikipedia.org/wiki/Gordon_Sturtridge_(Canadian_football),Q15998901,1929,1956-12-09,,,possible,9840,10204,"26 years, 344 days to 27 years, 343 days",Canadian football player,,,,,,,
Peter Docherty,association football player,https://en.wikipedia.org/wiki/Peter_Docherty,Q27914824,1929-02-14,1957,,,possible,10183,10547,"27 years, 322 days to 28 years, 320 days",association football player,,,,,,,
Richard Selig,American poet,https://en.wikipedia.org/wiki/Richard_Selig,Q124705620,1929,1957,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",poet,,,,,,,
Mary Myint,Burmese actress,https://en.wikipedia.org/wiki/Mary_Myint,Q19718313,1929; 1929-03-05,1957-05-06,,,possible,9988,10352,"27 years, 126 days to 28 years, 125 days",actor,,,,,,,
Paul Gilley,American songwriter,https://en.wikipedia.org/wiki/Paul_Gilley,Q57955112,1929-10-01,1957-06-16,drowning,,confirmed,10120,10120,"27 years, 258 days",songwriter,,,,,,,
Imre Soós,Hungarian actor,https://en.wikipedia.org/wiki/Imre_So%C3%B3s,Q353741,1930-02-12,1957-06-20,,,confirmed,9990,9990,"27 years, 128 days",film actor; stage actor,,,,,,,
Henry Harper,Canadian canoeist,https://en.wikipedia.org/wiki/Henry_Harper_(canoeist),Q16091206,1929,1957-09,traffic collision,,possible,10106,10499,"27 years, 244 days to 28 years, 272 days",canoeist,,,,,,,
Norma Giménez,Argentian actress,https://en.wikipedia.org/wiki/Norma_Gim%C3%A9nez,Q6044922,1930-06-11,1957-09-19,,suicide,confirmed,9962,9962,"27 years, 100 days",actor,,,,,,,
Jacques Fesch,French murderer and Servant of God,https://en.wikipedia.org/wiki/Jacques_Fesch,Q934377,1930-04-06,1957-10-01,decapitation by guillotine,capital punishment,confirmed,10040,10040,"27 years, 178 days",diarist,,,,,,,
Ali Ammar,Guerrilla fighter during Algerian War,https://en.wikipedia.org/wiki/Ali_La_Pointe,Q2429767,1930-05-14,1957-10-08; 1957-10-09,explosive device,,confirmed,10009,10010,"27 years, 147 days to 27 years, 148 days",bricklayer,,,,,,,
Dick Buek,American alpine skier,https://en.wikipedia.org/wiki/Dick_Buek,Q5272721,1929-11-04; 1929-11-05,1957-11-03,,,confirmed,10225,10226,"27 years, 363 days to 27 years, 364 days",alpine skier,,,,,,,
Alan Fletcher,painter,https://en.wikipedia.org/wiki/Alan_Fletcher_(artist),Q21453529,1930,1958,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",painter; sculptor,,,,,,,
Péter Papp,Hungarian basketball player,https://en.wikipedia.org/wiki/P%C3%A9ter_Papp,Q3926128,1930-10-06,1958-09-16,,,confirmed,10207,10207,"27 years, 345 days",basketball player,,,,,,,
John Pritchett,golfer,https://en.wikipedia.org/wiki/John_Pritchett_(golfer),Q23869007,1931,1958-10-30,traffic collision,,possible,9800,10164,"26 years, 303 days to 27 years, 302 days",golfer,,,,,,,
Galen Laack,American football player,https://en.wikipedia.org/wiki/Galen_Laack,Q5518359,1931-04-03,1958-12-31,traffic collision,accidental death,confirmed,10134,10134,"27 years, 272 days",American football player; basketball player,,,,,,,
Bob Brenning,Australian rugby league footballer,https://en.wikipedia.org/wiki/Bob_Brenning,Q4931923,1932,1959,,,possible,9497,10226,"26 years, 1 day to 27 years, 364 days",rugby league player,,,,,,,
Améziane Aït Ahcène,Algerian politician,https://en.wikipedia.org/wiki/Am%C3%A9ziane_A%C3%AFt_Ahc%C3%A8ne,Q72219935,1931,1959-04-24,,,possible,9976,10340,"27 years, 114 days to 28 years, 113 days",,,,,,,,
Lord Flea,Jamaican mento musician,https://en.wikipedia.org/wiki/Lord_Flea,Q11762576,1932,1959-05-18,,,possible,9634,9999,"26 years, 138 days to 27 years, 137 days",singer; songwriter,,,,,,,
Camilo Cienfuegos,Cuban revolutionary fighter and guerilla,https://en.wikipedia.org/wiki/Camilo_Cienfuegos,Q26853,1932-02-06,1959-10-28,aircraft crash,,confirmed,10126,10126,"27 years, 264 days",military officer; politician; revolutionary,,,,,,,
Anna Mungunda,Hero of Nambibia,https://en.wikipedia.org/wiki/Anna_Mungunda,Q4767361,1932,1959-12-10,,,possible,9840,10205,"26 years, 344 days to 27 years, 343 days",domestic worker,,,,,,,
Jesse Belvin,American singer,https://en.wikipedia.org/wiki/Jesse_Belvin,Q1688139,1932-12-15,1960-02-06,traffic collision,accidental death,confirmed,9914,9914,"27 years, 53 days",pianist; singer; songwriter,,,,,,,
Kolbrún Ólafsdóttir,Icelandic swimmer,https://en.wikipedia.org/wiki/Kolbr%C3%BAn_%C3%93lafsd%C3%B3ttir,Q16567082,1933-02-01,1960-04-22,,,confirmed,9942,9942,"27 years, 81 days",swimmer,,,,,,,
Agustín de Anda,Mexican actor and singer,https://en.wikipedia.org/wiki/Agust%C3%ADn_de_Anda,Q5660932,1933,1960-05-29,,,possible,9646,10010,"26 years, 150 days to 27 years, 149 days",actor; film actor; film producer; film screenwriter,,,,,,,
Rudell Stitch,American boxer,https://en.wikipedia.org/wiki/Rudell_Stitch,Q7376888,1933-01-07,1960-06-05,,,confirmed,10011,10011,"27 years, 150 days",boxer,,,,,,,
Peter Poole,"Kenyan murderer, executed 1960",https://en.wikipedia.org/wiki/Peter_Poole,Q7176421,1932,1960-08-18,hanging to death,capital punishment,possible,10092,10457,"27 years, 231 days to 28 years, 230 days",military personnel,,,,,,,
Porfirio Remberto Ramírez,Cuban anti-communist rebel,https://en.wikipedia.org/wiki/Porfirio_Remberto_Ram%C3%ADrez,Q109491567,1933,1960-10-12,,,possible,9782,10146,"26 years, 286 days to 27 years, 285 days",revolutionary,,,,,,,
Ralph Rensen,British motorcycle racer,https://en.wikipedia.org/wiki/Ralph_Rensen,Q7288007,1933,1961,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",motorcycle racer,,,,,,,
Branko Miljković,Serbian poet,https://en.wikipedia.org/wiki/Branko_Miljkovi%C4%87,Q1266428,1934-01-29,1961-02-12,hanging to death,suicide,confirmed,9876,9876,"27 years, 14 days",essayist; poet; translator; writer,,,,,,,
Lies Noor,Indonesian actress and model,https://en.wikipedia.org/wiki/Lies_Noor,Q26855338,1933-07-12,1961-03-14,,,confirmed,10107,10107,"27 years, 245 days",actor; film actor; model,,,,,,,
Janusz Jarzembowski,Polish sprinter,https://en.wikipedia.org/wiki/Jan_Jarzembowski,Q11720205,1933-11-29,1961-06-14,,,confirmed,10059,10059,"27 years, 197 days",sprinter,,,,,,,
Richard Mason,British explorer,https://en.wikipedia.org/wiki/Richard_Mason_(explorer),Q20055509,1934-04-10,1961-09-06,,,confirmed,10011,10011,"27 years, 149 days",explorer,,,,,,,
Doug Watkins,American jazz double bassist,https://en.wikipedia.org/wiki/Doug_Watkins,Q1251883,1934-03-02,1962-02-05,traffic collision,,confirmed,10202,10202,"27 years, 340 days",jazz musician; musician,,,,,,,
Roman Ducksworth Jr.,African-American military police officer,https://en.wikipedia.org/wiki/Roman_Ducksworth_Jr.,Q72429060,1934,1962-04-09,gunshot wound,homicide,possible,9961,10325,"27 years, 99 days to 28 years, 98 days",,,,,,,,
Olivia Irving,British actress,https://en.wikipedia.org/wiki/Olivia_Irving,Q123177566,1934-09-06,1962-05-29,,,confirmed,10127,10127,"27 years, 265 days",actor,,,,,,,
Edson Brown,American boxer,https://en.wikipedia.org/wiki/Edson_Brown,Q11696106,1935-05-06,1962-09-12,,,confirmed,9991,9991,"27 years, 129 days",boxer,,,,,,,
Ali Abdul Mughni,Yemeni military personnel,https://en.wikipedia.org/wiki/Ali_Abdul_Mughni,Q12228141,1935,1962-10,,,possible,9771,10165,"26 years, 274 days to 27 years, 303 days",military personnel,,,,,,,
Burgo Partridge,British writer,https://en.wikipedia.org/wiki/Burgo_Partridge,Q4998665,1935,1963,myocardial infarction,natural causes,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",psychologist; writer,,,,,,,
Hoshang Amini,Iranian serial killer,https://en.wikipedia.org/wiki/Hoshang_Amini,Q124452356,1936,1963,,,possible,9497,10226,"26 years, 1 day to 27 years, 364 days",,,,,,,,
Prince La La,American singer,https://en.wikipedia.org/wiki/Prince_La_La,Q7244131,1936,1963,,,possible,9497,10226,"26 years, 1 day to 27 years, 364 days",singer,,,,,,,
